Path,isLeak,Mic,Bandwidth,Rolloff,Flatness,Centroid 0-4kHz,Centroid 4-8kHz,Centroid 8-12kHz,Centroid 12-16kHz,Centroid 16-20kHz,Centroid 20-24kHz,RMS 0-4kHz,RMS 4-8kHz,RMS 8-12kHz,RMS 12-16kHz,RMS 16-20kHz,RMS 20-24kHz,PSD >20kHz,MAX_AMP >20kHz,RMS 4-20kHz
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_1.0n_3m_.wav,0,3,0.1397705850139295,0.1103069721378359,0.0172049366203139,0.6002278558369379,0.0380994937906199,0.3413528695977814,0.2600142640207477,0.2746238954526812,0.5622946898166095,0.3783555320179215,0.2648407659641705,0.1861611193586147,0.0488344685786659,0.0178728836449429,0.0055772674173597,9.70043730159042e-05,0.0930383763853747,0.2606832853996335
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_1.0n_4l_.wav,0,4,0.063331738785115,0.0939028778246663,0.0080463894565201,0.6460783322728937,0.1543760324448095,0.2817540740842723,0.2488780958440348,0.1851333795842813,0.1986342968187201,0.0719105776255858,0.0497729287679496,0.0390828704227764,0.0091691178550459,0.003109475416845,0.0008270180029058,1.6686707176328469e-06,0.0061532478666886,0.0497348944286702
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_1.0n_4m_.wav,0,4,0.3100618511325714,0.1741003812215911,0.0905195714428351,0.6784819066680411,0.1096195320044993,0.3089456397141655,0.4110163460453253,0.391467195317416,0.7564117566081774,0.6533506940576564,0.5237876592709955,0.4516019165748464,0.119616163778068,0.0576913175928133,0.0375542453169358,0.0027817295440022,0.2703998480901351,0.5290219127183414
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_2.0n_1l_.wav,0,1,0.0663831165907383,0.0871863731536487,0.0177479442059071,0.5913384805615733,0.163888958853831,0.1850093325581042,0.3520018593889669,0.0927141112983005,0.1939716494450302,0.1212239583421156,0.0863643577967948,0.0632466020974893,0.0158490749737679,0.0050129730329361,0.0013407392742533,4.8526472371791255e-06,0.0124151305845499,0.0856691343526025
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_2.0n_1m_.wav,0,1,0.4203059788785263,0.240189348747862,0.1683284800646779,0.6832537608293184,0.126106145034745,0.2503275501870874,0.5449839073569914,0.4978295266154621,0.7603730994059434,0.9452320622451748,0.8728683815132277,0.7274931433392108,0.2666829766219268,0.1616529232437685,0.1293408067368344,0.0208187753583887,0.450271628108394,0.8694713115169618
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_2.0n_2l_.wav,0,2,0.0787848314690649,0.0926394750730706,0.0143296490531029,0.6227760926688553,0.1794179882989262,0.2751200187722649,0.3394373899661084,0.1010992730123285,0.249154095955607,0.0767558403874554,0.0550029208518487,0.0444596127278153,0.0098477549559777,0.0035494723453985,0.0009391441883208,2.187540065270077e-06,0.0083492340240941,0.0553215488599449
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_2.0n_2m_.wav,0,2,0.2779845602817075,0.1413670239636726,0.0772280517709424,0.6441177900239617,0.15507195268812,0.2798289963740568,0.4341053680735192,0.339153203140032,0.7789463246649442,0.6452581806647809,0.4959434943911583,0.4140214305688455,0.1190681557504626,0.053418046365541,0.0353676467093023,0.0022748255745297,0.2491013987370248,0.4981685698868954
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_2.0n_3l_.wav,0,3,0.0917502032392356,0.0947891036557993,0.0215824342053934,0.5652852529413555,0.1321304683072456,0.2802338299495317,0.3482389260393508,0.0554178095554179,0.1463676594972903,0.0854141963299406,0.0571655933578067,0.0384302659089091,0.0102540701984949,0.0036709236735048,0.0009280843485127,2.7188240312810194e-06,0.0106572764329452,0.05627343610155
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_2.0n_3m_.wav,0,3,0.1401102470161418,0.1026658064282975,0.0398229594085693,0.5713311137712634,0.1442858739214268,0.2934637192225287,0.3494046666600849,0.146868248786402,0.6439617890360694,0.3739666908616325,0.2817296110363588,0.1856632343801753,0.0503186549168821,0.0176279248536663,0.0054992288072693,0.0001063218109949,0.1567039809125085,0.277364361620784
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_2.0n_4l_.wav,0,4,0.0607482126860563,0.0884455918577471,0.0058574437241699,0.6199096141809088,0.2081335630173984,0.2419341279897873,0.3188644922941526,0.0863496435811192,0.2011298239397494,0.0709449686488776,0.0517651050600795,0.0397372900040904,0.0091825726368264,0.0030533204504031,0.0008024498185985,1.696337607567908e-06,0.0062128740603473,0.0517564666593817
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_2.0n_4m_.wav,0,4,0.2955563951059573,0.1567226428469141,0.0688054282455256,0.6603409583900653,0.1751970263173614,0.2717576936865732,0.4596551444951088,0.347175751959475,0.7629057865574452,0.6543414104870029,0.5479799315576218,0.4667996254662377,0.1260959307529026,0.0608440798251952,0.0399750657955685,0.0029181939458719,0.2382497757094832,0.5551760371773888
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.0n_1l_.wav,0,1,0.0579753816611568,0.0896384574974248,0.0152768953745561,0.611165035873577,0.0757035509252641,0.2668469495142627,0.1969552073217091,0.24140682130998,0.188345898087718,0.1336967943599368,0.0864945326365475,0.0700620184101549,0.016871296402569,0.0054958747231205,0.0013983695282792,4.736262703997782e-06,0.0096093463666082,0.0864327756375546
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.0n_1m_.wav,0,1,0.4244030889850272,0.2347858154449105,0.1226477453713077,0.6910071330404879,0.0802060697869143,0.253784337989366,0.5205173041751054,0.5026224501338084,0.765899751001161,0.9721471294542,0.8997491578970447,0.7969703647937911,0.2967138477593224,0.1824386759027782,0.1460149506028355,0.0248934196145334,0.592331650504005,0.901255842121296
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.0n_2l_.wav,0,2,0.0660075495617345,0.0910117776296788,0.0106498979991713,0.633566305064897,0.0963940336937416,0.3249557345720663,0.1973526256394992,0.261077836264912,0.2454605249744104,0.079632069471409,0.0561461400788739,0.0493675503576479,0.0101934388912143,0.0038852893792335,0.0009553086721978,2.035421697688892e-06,0.0050460851767652,0.0569160302685959
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.0n_2m_.wav,0,2,0.3076852964684072,0.1677683171589123,0.0992928756199904,0.6624319340925866,0.1030423487824027,0.3128195150469706,0.3728451788469366,0.4348544377539727,0.7676259264239228,0.66913201223223,0.5093212505584634,0.4644442996820238,0.1303159300126543,0.0613414323856745,0.0409789927561766,0.0028233624941784,0.2625707333426509,0.5158353010575631
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.0n_3l_.wav,0,3,0.0774362029263066,0.0957397728941557,0.0037315036770944,0.5868153255310374,0.056159798502223,0.3506549541710623,0.1832167551138837,0.2475327671686669,0.1401808807103689,0.0907501240201556,0.060739811925396,0.0416707892341356,0.0104940898199879,0.0040451627152248,0.000943588805052,2.500955652059525e-06,0.0089380458693567,0.0597369302561248
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.0n_3m_.wav,0,3,0.1426609747452007,0.1064249373582757,0.0361227011146488,0.5975820927166711,0.0516384799255772,0.3528876932950368,0.2206008358856118,0.3528290353316352,0.6384319439766303,0.4076186469177673,0.2894147146288673,0.2050933803483676,0.0526841472810308,0.0204301086152706,0.0066336537104365,0.00012802883502,0.1067946137810889,0.2857256517198388
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.0n_4l_.wav,0,4,0.0425981151226686,0.0869678215913816,0.0166959104935745,0.6331290808984004,0.1363092859613293,0.3049822763697739,0.1639512097050229,0.2412810352131461,0.2195792932384104,0.0756005704280871,0.0530009804688704,0.0434218942466027,0.0095779259151079,0.0033138584264487,0.0008448363545183,1.7350324172064351e-06,0.0065310300791829,0.0533016805712618
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.0n_4m_.wav,0,4,0.3165919185350009,0.1721424990305376,0.1007617964669885,0.6791777395968408,0.1375445203184158,0.2937470922700393,0.3923765500552729,0.4359558073243864,0.760303135118875,0.680471655386313,0.5551542558352257,0.5180023349417351,0.1392498084484238,0.0702860569736568,0.048366763144888,0.0037614927068667,0.2363005028289145,0.5665379705926217
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.5n_1l_.wav,0,1,0.0622379380558355,0.0841305285997697,0.0046572046329959,0.6095462545675975,0.1391936739808124,0.181543027045559,0.2763997701673431,0.1055973684404243,0.2390489646258544,0.1317439691836021,0.0878605236845769,0.070154131221347,0.0169978242200039,0.0054807887088565,0.001421141777249,4.693561554642693e-06,0.0156480765127005,0.0879555503365076
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.5n_1m_.wav,0,1,0.4167252876290147,0.2307294023746041,0.118958143041872,0.6870556947027425,0.1108509391263644,0.2472744143175555,0.5194628317794862,0.4968399163331234,0.7606343871057303,0.970873596430354,0.9119110530306272,0.7797402440664984,0.2973485512568168,0.1809085892295955,0.1439556584170717,0.0242807496294789,0.4120192809949484,0.9096266252441736
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.5n_2l_.wav,0,2,0.0689643196314113,0.0888670876582821,0.0096880285018251,0.6394957701680009,0.1618589891374917,0.2665567026072047,0.2627385307905523,0.1318831326870707,0.2810619778440166,0.0795522346365294,0.0569209574801308,0.0485831595776489,0.0105974484082548,0.0038567122685964,0.0009756338257327,2.0218702045490107e-06,0.0068579044296668,0.0576091308463732
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.5n_2m_.wav,0,2,0.259023044446078,0.1425630182976907,0.0830011117097223,0.6518074867547705,0.1503425617926385,0.2686964968717697,0.3834863194017638,0.3308988768983606,0.7643082613763341,0.6714975341274312,0.5192075619950008,0.4554081265811026,0.1338710373311801,0.0630029308149835,0.0424048149319252,0.002909707078937,0.2453863917523682,0.5241740089413279
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.5n_3l_.wav,0,3,0.0809130475972723,0.0897574975369124,0.0021156230829059,0.5940374901542697,0.1035927458280736,0.2650161393242105,0.285195633803498,0.0662300742610221,0.1905121575412851,0.0920314217435387,0.0614047702387981,0.0413734498201915,0.0108746736542232,0.0040233776157267,0.0009541186070591,2.3540787730677923e-06,0.0084753973352158,0.0604203722288275
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.5n_3m_.wav,0,3,0.1313068302340215,0.1061826620140115,0.0120257687140932,0.6039098766693292,0.1049801174226907,0.296189448600817,0.257607529458485,0.1733360085750802,0.6410259125803467,0.4060318841031759,0.2860075907752911,0.199784482541423,0.0543989442137316,0.0194513200370815,0.006240706731733,0.0001163692532201,0.080935493516849,0.2823109205633137
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.5n_4l_.wav,0,4,0.0442806863124503,0.0831347447710058,0.0075791147903514,0.6415352444981371,0.2037815954533148,0.2217448669149334,0.2458612678446434,0.0974708792177359,0.2545512475855501,0.0742084596542868,0.0546135999416375,0.0437389122468132,0.0097210617300496,0.0033751662262225,0.0008628158372614,1.780163122010934e-06,0.0068779276080867,0.0549191266734329
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_3.5n_4m_.wav,0,4,0.293957665475301,0.1631451851075666,0.0728852210799562,0.6702415337251418,0.1623070466774126,0.2679710531933104,0.4102526310826109,0.3795730717475385,0.7631201497361548,0.6904698856944055,0.5898224992427469,0.5225666576362349,0.1462959697538637,0.075316144209316,0.0518503977009985,0.0051418089014398,0.2658044702559716,0.5992860158971589
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.0n_1l_.wav,0,1,0.1091433700868576,0.1225064112733704,0.0139909802089656,0.5922833533538359,0.1246032562991749,0.351738975381255,0.2272862654400864,0.0804893911788063,0.0961694652783795,0.1318046446381296,0.084498301914654,0.0667339679581534,0.0158961613847422,0.005227079067689,0.0013164949620589,4.922385572453943e-06,0.0099436346962586,0.0843488125717668
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.0n_1m_.wav,0,1,0.4337935913393955,0.2545836404049211,0.2299871272263146,0.6769495763964893,0.1168840481645361,0.343402779975792,0.4747542449440604,0.4818611240577076,0.7586988412763259,0.9747062596553988,0.8787482258685411,0.7665880687058834,0.2884911599086338,0.1763097767914202,0.1408081378759345,0.0253975944321013,0.3217261536837599,0.8777799324189779
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.0n_2l_.wav,0,2,0.1158520681264264,0.1225509655524703,0.0304407970921572,0.6124046622683578,0.1587765631542941,0.4320330917585107,0.2168935856536026,0.0882264237382312,0.1449136231808083,0.0796577923106616,0.0546922831246164,0.0475845915774069,0.0098624942900553,0.0036817699000625,0.0009182735867278,2.082140773840747e-06,0.0056564965058523,0.0553754115444596
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.0n_2m_.wav,0,2,0.2993716880749179,0.1742417918281241,0.1011520752570992,0.6373032840165114,0.1379266434697202,0.4107100280517271,0.3256971460914895,0.3162360920150485,0.7525503780906013,0.6674710363391461,0.5021650996650394,0.4462538654366196,0.1242509641914329,0.0586371876632965,0.0392618490706188,0.0029559096674027,0.1894726543334405,0.5076677401669858
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.0n_3l_.wav,0,3,0.1306587329177005,0.1234708803738846,0.0258335439372392,0.5591315899611893,0.1058220415573868,0.4395345153282511,0.2250400150119972,0.0622764060514925,0.0642588228133517,0.0925669583815642,0.0571834896760969,0.0394989965568626,0.0100443052894998,0.0037891196156887,0.0008926155584559,2.5540999597063825e-06,0.0064401943766437,0.0562963946108394
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.0n_3m_.wav,0,3,0.1790681469532175,0.1348636716237079,0.0525912039212467,0.5695611756378604,0.1079853812981065,0.4747694878818273,0.2088412326558244,0.1714941600089307,0.5957695418663895,0.402622257435307,0.2769529784176816,0.1940210775603856,0.0511485368398738,0.0191345820225382,0.0062897180219904,0.0001200007213355,0.0879625443755713,0.2731442856715781
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.0n_4l_.wav,0,4,0.0946298907001397,0.1169135388263672,0.018331101769354,0.6158816141218201,0.1872330597831069,0.3978153688336392,0.1997172805502408,0.0745741907730819,0.1309852709300598,0.0735433948955855,0.0529759877523004,0.0419540556023608,0.0090776353398071,0.0031175922879596,0.0007952362103184,1.6469208933523394e-06,0.0049817793099248,0.0530486725048866
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.0n_4m_.wav,0,4,0.3240515827315217,0.1880850684284387,0.0980662462454535,0.6554997558308713,0.1644715688685767,0.4011036115348858,0.3650968322389595,0.3519667628069047,0.7482304401019233,0.6786849444809794,0.5424980398983498,0.4916784914755744,0.1311559106421418,0.0660808334727178,0.0450689093253225,0.0039172212579254,0.3237282102415766,0.5519635195575595
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.5n_1l_.wav,0,1,0.0692987383843239,0.0975051054223603,0.0098314678652427,0.6172054108286881,0.1068196978132278,0.2319605707841617,0.2286451843456256,0.1507540834870768,0.1559430794630133,0.126162765674753,0.0861163071662266,0.0711301591672424,0.0171045800959046,0.0052805951925819,0.0012964449814021,3.987707546215528e-06,0.0092270402818084,0.0868249473107331
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.5n_1m_.wav,0,1,0.4157395888563545,0.2403023127307682,0.1906350423789752,0.6897102431251554,0.1335235381331217,0.2594671367777429,0.5003397742648932,0.4992407327248326,0.7529841929221488,0.9548803523976932,0.8606024354498002,0.771748496964292,0.2842580467559878,0.1685425984165061,0.1350741276106649,0.0227352077155141,0.6774765929480072,0.8662740308460792
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.5n_2l_.wav,0,2,0.0817891661411026,0.1002239854303004,0.024424063212651,0.6424741472759804,0.1248311988248944,0.2961074342006787,0.2476627264121859,0.1638288985665348,0.1842162463984905,0.0809415098274615,0.0558134325969393,0.0493225991022155,0.0105685761109949,0.0037575303921247,0.0009167241717657,1.8840895456263984e-06,0.0056842488834903,0.0570146852616322
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.5n_2m_.wav,0,2,0.3015379950266204,0.1731525955309202,0.115628705596908,0.6640772273250645,0.117206905594122,0.3055369171051703,0.3691602331681124,0.3816570847808856,0.7617399777286501,0.669416954468444,0.5061671934077014,0.4590371653277506,0.1350047602240357,0.061291520131078,0.041376550797965,0.0029872143581012,0.3362414331934378,0.5153999025258227
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.5n_3l_.wav,0,3,0.0891465855392947,0.1016267034868314,0.0191060515550715,0.5958941131850738,0.070243811499428,0.3048585811428043,0.2312027368455979,0.1348524116124042,0.1058900764077803,0.0879853473865148,0.0580825268973952,0.0422023303395513,0.010936932321325,0.0037971695920712,0.0008899277262508,2.118337137047226e-06,0.0090123496922179,0.0577757928095451
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.5n_3m_.wav,0,3,0.1427706597235057,0.1144548274194255,0.0382613648982895,0.599022996344377,0.0579499370333142,0.3321339061012809,0.2393322607110427,0.2513664175994737,0.5774136407803394,0.3900618967611324,0.2765849520095235,0.2031224429668129,0.0550737969691884,0.0187051100244134,0.0055292691732394,9.740198009968868e-05,0.1199086234150935,0.2756702729808263
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.5n_4l_.wav,0,4,0.0585510889242493,0.0917465786639702,0.0193618386215049,0.6520353952919528,0.1791156237333816,0.2614768439431246,0.2366140068808348,0.1479555349755944,0.1605108549030707,0.0738662733116611,0.0529345469210067,0.0435559843993141,0.0098049024197553,0.0032183878807921,0.0008029406807301,1.5916742713850803e-06,0.0054620919463556,0.0535004048199011
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_4.5n_4m_.wav,0,4,0.3029727245840798,0.1752706743386039,0.1265409585561877,0.6807525081076534,0.1691644537637593,0.296926404557538,0.3850695268605572,0.3649359793921878,0.7435270569632156,0.6591741018726869,0.5576315200564086,0.5135135451820465,0.1384699819033854,0.0657590537259381,0.044328152622463,0.0036775122883853,0.3361973091121503,0.5717845042195291
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_5.0n_1l_.wav,0,1,0.040179034027802,0.1027930208990493,0.0109618570773883,0.5617322303924058,0.2429056780511784,0.2579113423882594,0.1428974496391337,0.1972768142384802,0.2160005544575871,0.1115219039382557,0.0721757119850616,0.0636553532965039,0.0155907861182794,0.0050839959864762,0.0013425726552045,3.928499042820243e-06,0.0090086818434459,0.0731146853590068
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_5.0n_1m_.wav,0,1,0.4013790815411721,0.2196931913537842,0.1310820335749472,0.6529690876202014,0.1229234201718495,0.2853269595719354,0.4758098643550122,0.4923593081103408,0.7736235895492906,0.9039854110341724,0.7802379417036125,0.659116337648483,0.2395677019875507,0.1419367014027131,0.1118516631057752,0.0163667028856163,0.3504046293665084,0.7793869726869304
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/tubeleak\hydr\1\1_iO_5.0n_2l_.wav,0,2,0.0573241926522448,0.1048628426811708,0.0175348061786895,0.5781387328558449,0.2326834593885174,0.3088767594355825,0.158839765315939,0.2121573190547376,0.2432182277460544,0.0723325407215543,0.0488963573067766,0.0423511748831347,0.0095032535571774,0.0034710376172978,0.0009426646375876,1.90203711511269e-06,0.0072179457967051,0.0495371273509614
