Path,isLeak,Mic,Bandwidth,Rolloff,Flatness,Centroid 0-4kHz,Centroid 4-8kHz,Centroid 8-12kHz,Centroid 12-16kHz,Centroid 16-20kHz,Centroid 20-24kHz,RMS 0-4kHz,RMS 4-8kHz,RMS 8-12kHz,RMS 12-16kHz,RMS 16-20kHz,RMS 20-24kHz,PSD >20kHz,MAX_AMP >20kHz,RMS 4-20kHz
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_1.0n_2m_.wav,0,2,0.2167628407647802,0.1509059134225369,0.0705800119262033,0.4109266341349359,0.1152177722418396,0.4617750319841548,0.2937197153691358,0.528549498540153,0.5910123359867908,0.6817150671676699,0.4827800145440301,0.4426255841038827,0.1460615961575208,0.1153822750629693,0.0278262103563101,0.0011816709096387,0.1565126996114569,0.4750911507553398
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_1.0n_3l_.wav,0,3,0.0476936448530413,0.0953713058771764,0.0086591626541969,0.3373594532163506,0.0856329875358445,0.4522519632123709,0.2040083670310122,0.3962475415253355,0.1435682828436268,0.1171212165052606,0.0614152383606856,0.0458661886356614,0.0128672522590866,0.0077177769886902,0.000814210309379,1.5781937127321084e-06,0.0090495139546063,0.0592350516086237
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_1.0n_3m_.wav,0,3,0.0997138776091968,0.1086279996634218,0.0277089677817147,0.3531990573173219,0.1494912678945429,0.425352350174618,0.238951087359115,0.4572323973919561,0.4744815038326244,0.4484151103981371,0.2423117569469595,0.1891522505949215,0.0596839599349746,0.0327415617167373,0.0047866313249927,5.985014497051239e-05,0.0653459100210602,0.2360892174114742
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_1.0n_4l_.wav,0,4,0.0327782601026325,0.0942161973325364,0.0119281646062524,0.3974144014491413,0.0969557352208707,0.4539778365246151,0.1966151269154254,0.3317272203676679,0.1795668072269086,0.0757400094607389,0.0490978712847062,0.0400324476665924,0.0109839858962791,0.005781053091398,0.0005439005828079,6.356539786885173e-07,0.0034491295280516,0.0478773915088918
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_1.0n_4m_.wav,0,4,0.2191582191075946,0.1536231239501524,0.063156531912146,0.4064570705589397,0.0984774685237843,0.4197688659154217,0.3335092778292594,0.5128040238928403,0.5938609092198416,0.6787961124644676,0.5112974699331426,0.404285306685178,0.1459825927568217,0.1098020128751987,0.0259193273886695,0.0010957336561705,0.1373707667147542,0.4949296616900871
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_2.0n_1l_.wav,0,1,0.0578040541109158,0.1039985178375057,0.0216018369944686,0.3468962883336516,0.1418688936774558,0.4554116520840509,0.2368112422087672,0.3429216042698249,0.1189310857657555,0.1314826364005448,0.0832315469471842,0.0691709501492946,0.0189133079547383,0.0104417743028461,0.0009630533525061,2.203606301576467e-06,0.0061525903267758,0.081068924472995
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_2.0n_1m_.wav,0,1,0.3266144555080067,0.2281523323340616,0.1011134988027076,0.4112957383693127,0.0886018874544388,0.4349468036581202,0.4047456936549293,0.5952625446214435,0.5926674488969559,0.9882307926976924,0.8485536650177501,0.7970605191100447,0.3459275302179587,0.3413085244219828,0.0965212629452639,0.0097246448300568,0.2444782079743979,0.8291367655201426
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_2.0n_2l_.wav,0,2,0.0798766908153633,0.1106137656613328,0.0190543886229115,0.3624732576255283,0.1297156413813747,0.4646700814081095,0.2581486315595369,0.3577713799705561,0.1494085397129211,0.091048139407994,0.0566248854165551,0.0492479367304726,0.0137215297145887,0.0076627917001934,0.0007846137774296,1.4488485401168932e-06,0.0041726080582698,0.0554036742673033
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_2.0n_2m_.wav,0,2,0.2357644874425542,0.1631257024355676,0.0637890651929904,0.3908172498048278,0.1273384313324674,0.4794254264501255,0.3157609955393605,0.501436897666804,0.5881928533495306,0.6921610244581317,0.4996265519149156,0.5068284681379521,0.1579651926281264,0.1271606188904802,0.0305578597053758,0.0013667091883644,0.2094650623234074,0.4980869084804507
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_2.0n_3l_.wav,0,3,0.0799986802188837,0.1055770757202248,0.0127403144213186,0.3189022427637127,0.1273777091575644,0.4678390925959794,0.2596355795074156,0.3592142151607658,0.1099129158037303,0.1179222917909163,0.062008152014577,0.0511923431597417,0.0137384161322481,0.0084196941966129,0.0008407280874019,1.8461133046622736e-06,0.0074158852580623,0.0603132417039958
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_2.0n_3m_.wav,0,3,0.1198825477502208,0.1138893917783264,0.0429975050860183,0.3342975939965782,0.212104076144789,0.4336481209859277,0.271664009280412,0.4417310561687642,0.431656669306213,0.4544455752569594,0.2544694394010086,0.2087393030347736,0.0636101179537441,0.0363348282285448,0.0051412038781516,6.672914774751742e-05,0.0714517085924618,0.2486055002885898
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_2.0n_4l_.wav,0,4,0.0576902726177945,0.1093717771770314,0.0149963850955018,0.3780310741364966,0.1363403928763493,0.4826917882246481,0.2209709179746604,0.3051387655606299,0.1494989960943539,0.0781869405152497,0.0496304290522,0.0436919180994416,0.0117506136179232,0.0063194638372429,0.0005532794081437,7.049030009990357e-07,0.0034118466001613,0.0488266706293639
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_2.0n_4m_.wav,0,4,0.2014075796588966,0.1373947349058411,0.066235026762216,0.3790288246367972,0.116034066067513,0.4372321329330907,0.3336970460186867,0.4774404981818447,0.5818462189901756,0.6810507766912627,0.5344837129673025,0.4429079023797442,0.1524017787615874,0.1185395474045298,0.0278405304346486,0.0010945788553951,0.1708302025826057,0.5188711664919811
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.0n_1l_.wav,0,1,0.0340069837211976,0.0877074263450208,0.0073885616154448,0.3902574233840109,0.0415937511233718,0.4363579912580455,0.1981633329087726,0.3836639902007807,0.180137247324977,0.1333929717601109,0.0848204301478029,0.0660184183828931,0.0194069289703261,0.0105216438018138,0.0009817810710013,2.050323905854995e-06,0.0060268196896138,0.0821565800410096
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.0n_1m_.wav,0,1,0.3442729531024178,0.2378601381299362,0.1194325125412325,0.4505425225483609,0.0554983971422049,0.4157677821470496,0.4288014475966589,0.6090445467280345,0.594662934569998,0.9941806683951324,0.8594830368676084,0.7925486912167234,0.3519153589959378,0.3465752056056668,0.0983861620326425,0.0109699302067738,0.193070984917017,0.8381047166388134
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.0n_2l_.wav,0,2,0.0572376224178189,0.0994123851705877,0.0193380742354289,0.3900079065090547,0.0218770316489013,0.4492333864326973,0.2236193115313096,0.3671824165946351,0.2186333585691381,0.0932913005406589,0.057077531831348,0.0477214176564346,0.0143819991757466,0.0075467901565389,0.0007882752988321,1.3294848562324257e-06,0.0045937793952295,0.0557239615780997
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.0n_2m_.wav,0,2,0.2620822282295173,0.175524098089929,0.0845724710578228,0.4274415947689566,0.0518302165546517,0.4576405741559539,0.3171541066329946,0.5587594419311123,0.6101236471339281,0.6941323214026245,0.504576662484961,0.4827615377789239,0.1635288991172087,0.12937930116165,0.0309667299054407,0.0015870852864228,0.1794998172366041,0.4989490768459367
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.0n_3l_.wav,0,3,0.0528103983531364,0.094818135766557,0.0098373334115079,0.3507567138667127,0.0317310461610216,0.456698896223833,0.2057235202944873,0.405720731172372,0.1796017547815697,0.1181334309730785,0.0622522633607163,0.0496171035353337,0.0138989790185472,0.0082934007614601,0.0008372350268597,1.713198800987746e-06,0.0060905328441819,0.0604014661383682
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.0n_3m_.wav,0,3,0.1217449844917155,0.114322469735414,0.028195165073525,0.3723468210349788,0.0992078623224871,0.4295682104231541,0.2275577866960771,0.4879872844797751,0.5282131049566222,0.4568252335061525,0.2492086959149354,0.204915286690249,0.0661593891218808,0.0362421955000506,0.0052675363730015,7.466233678440108e-05,0.091077425481606,0.244266275696276
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.0n_4l_.wav,0,4,0.0354767266726377,0.0931200559046976,0.0138659103999329,0.4138776004410657,0.0442485183410892,0.4594246151529895,0.1867456378219122,0.349971400427751,0.2042214155590274,0.0775800525874505,0.0508607916404857,0.0418263328567536,0.0120861829726378,0.0063591760951378,0.0005580189075193,6.941174292263605e-07,0.0042639993331026,0.049666881563065
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.0n_4m_.wav,0,4,0.2398347260421865,0.1650667562739784,0.0563304659595652,0.4314461003011769,0.0362375506381191,0.4259051958118158,0.3304952556754015,0.5401293976323387,0.6049752871156845,0.6852784710310785,0.5345504031312291,0.4326483928207725,0.1594080118138924,0.1199107460923503,0.0282529819397715,0.001331945601732,0.1294164010491316,0.517774266856869
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.5n_1l_.wav,0,1,0.0465531255665298,0.0991317303045303,0.0129025837703845,0.3929993614100011,0.0553317143936247,0.492865045159212,0.1917453078576746,0.30000619719033,0.1525425298517701,0.1340363269601838,0.0832226190858243,0.0644937063577409,0.0178701291035407,0.0100309923227659,0.0009471358809746,2.0531471312159102e-06,0.0059186289580113,0.0806065710008192
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.5n_1m_.wav,0,1,0.3402386656923292,0.2322777005840735,0.1399511601254127,0.4526782658232613,0.0629623113650715,0.4264676253391967,0.4198277104548316,0.6052603802921176,0.5918519868099027,0.995960412115122,0.8024067271863973,0.7427349593853867,0.3273990692615314,0.3198067850087056,0.0913330867105648,0.0104677426340232,0.2237444884153086,0.7824057338360133
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.5n_2l_.wav,0,2,0.0739100635026232,0.1109381022329581,0.0204642757579669,0.4078635342587528,0.032485778707754,0.5022041001107849,0.2230336694502432,0.2930872121827596,0.1690576374310289,0.0944256912302227,0.0528942889062925,0.0470595269552827,0.0130867032681455,0.0071316530045546,0.0007632424315989,1.3606282244699208e-06,0.0043078225983178,0.051917830839916
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.5n_2m_.wav,0,2,0.2265723894583052,0.1503736485803896,0.0615416968317511,0.428952812920946,0.0778395573606187,0.4972153228669817,0.2756595323603691,0.4860090121381483,0.6009081445904827,0.7021122400405585,0.4860555697189705,0.4829160634026123,0.1522466993360436,0.1259475168340408,0.0307002650964013,0.001407031223762,0.1407373431773458,0.4823444527309101
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.5n_3l_.wav,0,3,0.0674459752227363,0.1059735770812721,0.0190887644286289,0.3630260150852537,0.0514920127378879,0.5104550346387721,0.2005245396312233,0.2938501310306957,0.1325413569200307,0.1232562260957711,0.0595199623536046,0.0474113088590006,0.0128574592814755,0.0079198511996854,0.0008020073610862,1.6494833664161717e-06,0.0053384566642236,0.0576456214219061
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.5n_3m_.wav,0,3,0.1106854319435756,0.1138531393291501,0.0341507409085939,0.3766185025192027,0.1197000712233059,0.4814979114489915,0.213547529250899,0.3883604859367972,0.4625251186519311,0.4798948117554696,0.2390960440755845,0.1997663843635727,0.0637560859500474,0.0378603249502718,0.0060728087888148,7.556197349638224e-05,0.0714896826674045,0.233839751865217
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.5n_4l_.wav,0,4,0.0482548161921518,0.1096220903400171,0.0120979567570771,0.4233466327454582,0.0681361137112352,0.5195257995455217,0.1638744747197682,0.2732859817574039,0.169133056623699,0.0787850998039408,0.0482235798025264,0.0412859566759916,0.0111772789180091,0.0059189242243797,0.0005348912522346,6.44087108146423e-07,0.0028026062785171,0.0472446298247866
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_3.5n_4m_.wav,0,4,0.2342575300829636,0.1517910735761917,0.0569459422247415,0.4349200190881553,0.0367001629532538,0.478157743923742,0.3178907969955605,0.4854187016962051,0.5982116450072215,0.67766532098918,0.5143059905919335,0.420750572267726,0.1494271236015151,0.115326656706107,0.0268550420329095,0.0012171629263739,0.1235930947315425,0.4987370537733145
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.0n_1l_.wav,0,1,0.0520215053829795,0.1101645325181111,0.0210389380997308,0.3608583491595257,0.1149794648392369,0.484305991451218,0.1885274291678972,0.1968110295658424,0.149895246942744,0.1313467651181532,0.0842750941850671,0.0665574921589828,0.019199108392967,0.0108073963188167,0.0009620282170126,1.7685682529942845e-06,0.005275429798545,0.0820715196094557
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.0n_1m_.wav,0,1,0.3325876961725112,0.2297565236780629,0.1408833815512365,0.4231062887140618,0.0841242447865246,0.4529004782443996,0.3724105285098822,0.5979183904841828,0.5915884352804903,0.9875176053552526,0.81219233278363,0.774434919023998,0.3352381946545058,0.3251917062368198,0.0920774257071822,0.0099160059170024,0.2444230966865576,0.7965246543880614
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.0n_2l_.wav,0,2,0.0702776283795275,0.117954473884391,0.0123127516102962,0.3693987744586138,0.0946363970089801,0.5040451997617005,0.2050829706797268,0.2316834511150245,0.1745981683735069,0.0914497481066659,0.0554846088856223,0.0488060647250331,0.0139719337921512,0.0074125193392356,0.0007618628357284,1.1319840875751158e-06,0.0051048101456781,0.0545519399721886
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.0n_2m_.wav,0,2,0.2379223843554139,0.1731585785045888,0.0923058599312082,0.395496809304019,0.1267679063356112,0.5209208134741485,0.247724435917971,0.4583507487804255,0.6030605403211422,0.6875324512267449,0.4935579584791877,0.491576888805158,0.1605456531060648,0.125523085002372,0.0298720539062904,0.001379631298053,0.1330451568111131,0.4920641722087879
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.0n_3l_.wav,0,3,0.0683753115672424,0.1178695698912981,0.0163558546347536,0.3282479704546859,0.1168448601432037,0.5094859409905589,0.1879676875985399,0.2111014082804142,0.1431106503572699,0.1206166119816196,0.0619159376586824,0.049984621023754,0.0140272757649435,0.0082441113306913,0.0008163283986332,1.4548451763711705e-06,0.0083602387441871,0.0603492025713542
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.0n_3m_.wav,0,3,0.1193955672351574,0.1304825297541091,0.0570319168639028,0.3472096091612829,0.18142839764343,0.479765068802465,0.1976874301970639,0.3426570364120622,0.5056688608572306,0.4647769746003827,0.2473283299658346,0.2092732887958267,0.0657229178637251,0.03748540592355,0.0054435266866569,6.321246913308064e-05,0.0610198025758162,0.2439378099242966
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.0n_4l_.wav,0,4,0.0491869601025554,0.1131385307206176,0.0122888882287615,0.3880311009329481,0.1174307888833776,0.5215073997951057,0.144828927050105,0.1983313143775899,0.168713443806619,0.0762603150939639,0.0501718227086479,0.0437749672471001,0.0120109764044255,0.0061473020719132,0.0005426815247369,5.771870888370262e-07,0.002701984309969,0.0494807083425641
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.0n_4m_.wav,0,4,0.2638050713605283,0.1843352458175771,0.1190725022433318,0.4089588127966013,0.0867034759731616,0.478861050015389,0.3177956202693732,0.4999698737615861,0.61220804008754,0.67536826192653,0.5307480234300749,0.4484445680822167,0.1599476377728348,0.1190627380417131,0.0281580437570544,0.0014888899834942,0.1662273732696657,0.5183205798821704
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.5n_1l_.wav,0,1,0.0445827280756538,0.101544221424869,0.0188572037902354,0.3579422125261963,0.1592750520570146,0.4344437544616681,0.2139253859949517,0.3457977347913098,0.1464385700194809,0.1274212757514307,0.0843301384135342,0.0699115810794421,0.0186581061790612,0.0105056656499415,0.0009453566665393,1.8140949359363785e-06,0.005422042748193,0.0823878671331995
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.5n_1m_.wav,0,1,0.3227104710669177,0.2262238419699875,0.1257651265550632,0.4201398791113847,0.1027807481726413,0.4301002018801484,0.3906394717734178,0.6006544279912484,0.5872212790246111,0.9846520415021432,0.8243197114892112,0.768732478316186,0.329391006172724,0.320952476795987,0.09082710659165,0.0092861786655437,0.2565182676101415,0.8056746251063002
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.5n_2l_.wav,0,2,0.065231481947857,0.1113290265585929,0.015335132717936,0.3759015773241805,0.1489298313011702,0.4375890962920325,0.2397958438289361,0.3485846094443758,0.1787159448970322,0.0870700015757375,0.0537046472601771,0.050320709386989,0.0137491025630054,0.0072691429863595,0.0007567284605197,1.1842659163081614e-06,0.0046077363393267,0.0532313004158443
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.5n_2m_.wav,0,2,0.2271259066945831,0.1745148562178637,0.058533021392538,0.4030418548294009,0.165045742479283,0.454918802612166,0.3013933229690306,0.5139898693804376,0.5902202199129932,0.6782391832582317,0.4993546256945756,0.5091739189353915,0.151322844633609,0.1201376061727799,0.0286306451464579,0.0013291326562327,0.2748819829933088,0.4994986898987753
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.5n_3l_.wav,0,3,0.0551670528635782,0.1026699069712266,0.0197933502179024,0.3276031955706496,0.1598986936378357,0.4509493207485735,0.2183420424077485,0.3696939379907876,0.1410196244842023,0.1199097120327047,0.0640103366265287,0.0512243901480798,0.0134285624707186,0.0081139567739007,0.0008072179040312,1.479081475535258e-06,0.0068368879619345,0.062173405180785
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.5n_3m_.wav,0,3,0.1188708571084342,0.1277298671175829,0.0327320339362139,0.3454961860063452,0.2302745960577029,0.4211214324512863,0.2466879345165081,0.4647231428017707,0.5181703883803956,0.4585907599755109,0.2563790048802734,0.2098759702011371,0.064437660596099,0.035347426767638,0.0051679665464228,6.814780279373506e-05,0.0719799827908596,0.2511948199673874
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.5n_4l_.wav,0,4,0.0421386167241157,0.105805912443408,0.0140574466921127,0.3895912282916517,0.1520454761088287,0.4468919759661944,0.2023659685192542,0.3171241879962811,0.1679396659995243,0.0746378339896024,0.0501731683845913,0.0447359748462728,0.0115415338364507,0.0060306596440371,0.0005296364639668,5.727956033368789e-07,0.0031527171715308,0.049487915509239
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_4.5n_4m_.wav,0,4,0.2012335477736545,0.1606836679039895,0.0498828670924214,0.3950854364386776,0.1272666544274487,0.4292576138103067,0.3043799061064723,0.4870685164197832,0.5684908926785729,0.6613090357542167,0.5429541382209936,0.457898413547595,0.1500005864407753,0.1132430313517509,0.0260151242998087,0.0011163929786848,0.1751797840581252,0.529877956666065
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_5.0n_1l_.wav,0,1,0.1740426969578848,0.1393109726532904,0.0298766425162066,0.3817699902975482,0.0887733003838103,0.4890301613294384,0.2426638484449959,0.4941869350028762,0.445424824835276,0.1243256283588601,0.0814992910658766,0.0626643307070923,0.0182450269214202,0.0104412318468368,0.0015453326300582,1.44474710800359e-05,0.077732301994031,0.0786906891087808
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_5.0n_1m_.wav,0,1,0.3266876849123867,0.224741886383551,0.1369889814347537,0.4275505179478402,0.0807094092920102,0.4419906244587178,0.4045572434376799,0.5924829245209191,0.5945688555906967,0.9724591776436822,0.8068395900185944,0.7201669838562155,0.3222976858432324,0.3117240609015287,0.0881719985540438,0.0092356155053509,0.2419846333354925,0.7834335201753087
C:/Users/Marianne Pettersen/PycharmProjects/SoundAnalysisProject/ventleak\hydr\1\1_iO_5.0n_2l_.wav,0,2,0.1732982673920858,0.1463525219460245,0.0437572413232005,0.3836268044402092,0.1031155874824526,0.4706655874087774,0.318444529801013,0.5027318281625018,0.3604523418946939,0.0917604915032528,0.0539752327522801,0.0460941361297864,0.0140436557216253,0.0081278196800218,0.0008618304663146,5.466648149893829e-06,0.0577995600418553,0.0526676523982835
